EmployeeID,avg_hours,std_hours,work_days,overtime_days,late_arrivals,early_departures
60,7.9055276615527665,0.312018951040719,239,0,229,4
61,10.672414617486337,0.30162828552207793,244,244,235,0
62,10.496171548117156,0.2915206454350033,239,239,231,0
63,10.069261664261665,0.31270897252420343,231,231,221,0
64,6.607014174668495,0.29476917057123964,243,0,230,205
65,7.497914908579466,0.2832914658104325,237,0,228,26
66,10.727235717498877,0.2729194524850313,247,247,237,0
67,6.184816810344828,0.30135470770984446,232,0,219,227
68,6.609300048947627,0.2789062847518742,227,0,222,190
69,6.07624634502924,0.2804976538442189,228,0,220,225
70,9.971745709123757,0.28548736032515265,246,246,234,0
71,7.42145202020202,0.2917561304865799,242,0,231,29
72,6.493810013717422,0.2847527394155275,243,0,235,221
73,6.299470449172577,0.2845542656240089,235,0,231,219
74,9.316973304473304,0.29133856258140395,231,197,224,0
75,6.097862787356322,0.2879511325468833,232,0,218,230
76,7.217327264239029,0.285977028084907,238,0,232,68
77,7.100070018365472,0.30205774991902257,242,0,233,96
78,9.914107744107746,0.2982920757272086,231,231,213,0
79,10.477788647342997,0.3013667810340338,230,230,221,0
80,6.906938633193863,0.2945512458116299,239,0,228,141
81,7.58909243295019,0.30339471163352477,232,0,226,13
82,6.079724499089253,0.2943418133372729,244,0,234,242
83,6.001112288135593,0.28698764661637055,236,0,226,234
84,8.983123278236915,0.30337051660835973,242,110,234,0
85,10.426184640522877,0.3131386822963048,238,238,223,0
86,8.387526183970857,0.27280974179862133,244,3,231,0
87,7.9120386266094425,0.29151719521946,233,0,222,2
88,7.105291842475386,0.29158108857541104,237,0,230,87
89,9.688633193863318,0.2863867818652617,239,238,226,0
90,7.770347512784752,0.3013260125248705,239,0,226,9
91,6.284280356305673,0.2970647525484169,237,0,228,231
92,6.306108726752504,0.3147514859255347,233,0,220,220
93,8.831585038986356,0.3114763351845715,228,60,216,0
94,7.722377344877344,0.30367038294252924,231,0,224,9
95,7.317479732951836,0.2713736160733708,233,0,222,56
96,10.798262483130904,0.2956162887590206,247,247,235,0
97,10.40136394557823,0.30439825025914796,245,245,235,0
98,5.994326703246457,0.30340839593398033,243,0,230,240
99,6.113110181311018,0.32177730447442116,239,0,235,234
100,8.133578096539162,0.2979867210928537,244,1,235,1
101,7.306164990421457,0.32273693686207344,232,0,218,62
102,7.105030345471522,0.3052452368512967,238,0,229,100
103,6.327729314420803,0.29569685392448375,235,0,229,225
104,8.1285121602289,0.2861738073402626,233,1,223,0
105,7.98643255701116,0.26726010049843396,229,0,222,3
106,10.509096921596921,0.30665045566291943,231,231,222,0
107,7.9932840307840305,0.2918022262172735,231,0,225,1
108,6.103653752436647,0.2760742462786244,228,0,214,224
109,7.587908917501192,0.28092136449257993,233,0,220,15
110,6.890321256038647,0.3040937156292478,230,0,222,145
111,9.295999525166192,0.31919778281399236,234,195,222,0
112,10.806078364950316,0.2826356108226116,246,246,232,0
113,5.995219806763284,0.3117684071979395,230,0,219,226
114,7.788609977324264,0.29518124628864656,245,0,238,5
115,7.71770715630885,0.27487787766799116,236,0,229,9
116,6.189450379867046,0.2831699616965777,234,0,218,228
117,7.120614224137931,0.32458149170593625,232,0,218,98
118,7.825193287037036,0.27620586664169455,240,0,224,5
119,7.619401803118908,0.3080290881785045,228,0,219,19
120,6.002463200379866,0.27938634922793876,234,0,222,232
121,9.11312647754137,0.2968061611407182,235,154,228,0
122,8.684139595103577,0.32306860326984255,236,38,220,0
123,9.993131642512077,0.2929671106647452,230,230,221,0
124,6.900539923039923,0.284796858526935,231,0,221,130
125,6.99935763888889,0.3041732805740806,240,0,229,131
126,6.2862301587301594,0.31405419879121377,231,0,214,219
127,6.3661511299435025,0.3056084765592565,236,0,228,226
128,8.19166087962963,0.2971157350049789,240,2,232,0
129,6.4520891203703705,0.3151431220047751,240,0,230,216
130,6.682986714975844,0.3017011062198977,230,0,223,179
131,7.4826477541371155,0.29140090801925084,235,0,220,34
132,9.920131519274378,0.31288698618995603,245,245,228,0
133,7.415638297872341,0.29371370308267913,235,0,229,34
134,7.4953384687208215,0.29529781765925694,238,0,222,32
135,5.998969652471855,0.2875468261702452,227,0,212,225
136,6.85954534662868,0.2736884968860533,234,0,222,152
137,6.131909722222222,0.30078883881690965,232,0,226,228
138,7.67480543318649,0.28232179099043103,227,1,215,10
139,8.878969421101775,0.3048386685733428,238,80,228,0
140,10.895845306513408,0.30355949410050687,232,232,217,0
141,10.692001669051026,0.3167396453513251,233,233,221,0
142,7.060316091954023,0.3016817394025221,232,0,223,98
143,9.009179138321995,0.2940221428307152,245,126,235,0
144,7.420447466294746,0.2949671078665678,239,0,234,39
145,7.585973922902495,0.3044018692687746,245,0,235,11
146,6.624136698939603,0.3178489145537028,241,0,234,199
147,6.192764830508475,0.3179692820147781,236,0,231,226
148,6.472303436911488,0.3119169027133294,236,0,225,207
149,8.195051440329218,0.3105541185251595,243,2,236,0
150,6.787695733708392,0.2717460652981987,237,0,222,171
151,7.302139479905438,0.30308337903294846,235,0,230,45
152,6.822407010014305,0.3088207903208703,233,0,221,159
153,7.322458937198068,0.29804066450644345,230,0,218,48
154,6.164361829501916,0.3143821591654218,232,0,225,228
155,7.610284810126583,0.29380366677300157,237,0,231,16
156,6.5951353874883285,0.31829537799863317,238,0,227,203
157,10.648925376647835,0.2978148655761136,236,236,227,0
158,6.20442731277533,0.2823785384971703,227,0,219,225
159,8.591902250351618,0.3000731063992163,237,17,232,0
160,6.001353864734299,0.29485160353289847,230,0,220,227
161,6.281751101321586,0.30602119813204565,227,0,222,219
162,7.9055698005698,0.28420741249501486,234,0,224,0
163,7.175699035812673,0.29152067546179045,242,0,232,74
164,6.651255274261604,0.30651568419373343,237,0,230,186
165,7.906068376068376,0.30984151739696986,234,0,230,2
166,6.718815667131567,0.3106013054865065,239,0,231,173
167,6.290588023088023,0.3221292197973265,231,0,222,218
168,7.178114997713763,0.28791777207710334,243,0,231,85
169,6.286431712962963,0.31853414621321874,240,0,236,227
170,7.217978595478596,0.28735907201313404,231,0,225,63
171,7.809089371980676,0.3000750363232913,230,0,221,3
172,6.805152662993573,0.3223801201660619,242,0,234,165
173,6.484045584045584,0.29164071434511757,234,0,223,213
174,7.651214845550945,0.3120443923551523,241,0,231,9
175,7.585962725546059,0.28253723599127883,234,0,226,15
176,9.179540598290597,0.2802815078690474,234,168,224,0
177,6.378153248587569,0.2861808860552732,236,0,226,224
178,8.47764719848053,0.2842555600241882,234,6,225,0
179,6.9651218123861565,0.3113988122824901,244,0,233,130
180,6.474620792992162,0.32824060910017666,241,0,233,215
181,8.876004361799817,0.29133335982979885,242,79,232,0
182,6.58834186159844,0.29526113476195787,228,0,221,193
183,10.995573136427566,0.29863883945332714,237,237,227,0
184,7.810652071563088,0.2845646156122051,236,0,227,6
185,7.22925660291439,0.25628267355268974,244,0,235,70
186,6.419389838556505,0.3048313332581922,234,0,225,221
187,6.779623617123617,0.2994557803572176,231,0,222,159
188,7.390809591642925,0.3011681292163029,234,0,228,38
189,6.192049516908213,0.3000614469813834,230,0,220,220
190,6.0146602288984266,0.31991623518426304,233,0,222,231
191,7.3010291438979955,0.2818507606039339,244,0,234,53
192,7.061997245179064,0.3228596247928962,242,0,230,109
193,8.724735996326904,0.29501107836803087,242,35,233,0
194,10.807604755178907,0.29771754281906165,236,236,227,0
195,7.41028883972468,0.29716098517749157,226,0,217,29
196,9.190491803278686,0.2877807299804729,244,188,234,0
197,7.393010477582846,0.29669901765405243,228,0,223,40
198,7.402587597971415,0.28200231915649815,241,0,234,34
199,6.711708214624881,0.28094848695991703,234,0,227,182
200,9.230231673582296,0.3433030387124604,241,180,232,0
201,6.880860065086006,0.2890133328280132,239,0,227,152
202,9.292572463768117,0.29567596171625604,230,191,220,0
203,6.0161487142164,0.2759922639313227,229,0,217,226
204,6.326000243664718,0.29952623363451913,228,0,218,216
205,6.406121659634318,0.30397496767790194,237,0,226,219
206,8.751425846447306,0.28476399146680387,233,47,223,0
207,7.389827546296297,0.3118246193670392,240,0,231,34
208,6.196189083820663,0.2896130192424688,228,0,217,226
209,7.706279637377963,0.2993341359798614,239,0,228,9
210,7.50663439372983,0.3000615145838678,241,0,230,27
211,9.075687613843352,0.28326272400143215,244,143,229,0
212,5.993242277547257,0.3164594854576627,241,0,226,240
213,6.030856290174472,0.2945562521758579,242,0,236,240
214,6.020102278010228,0.29409027926577797,239,0,232,235
215,6.8990951711204875,0.28436129303967994,237,0,225,148
216,10.781685108344858,0.293150865961612,241,241,224,0
217,8.983126503126503,0.3137197665088941,231,106,222,0
218,7.383425160697888,0.305133952795567,242,0,230,48
219,6.823666187739463,0.2863187864318864,232,0,228,145
220,6.789116575591986,0.2816787582470973,244,0,233,170
221,7.409312285854136,0.327454063592895,227,0,220,34
222,10.82543586269196,0.31511251291249875,246,246,238,0
223,6.877650214592275,0.3245835392200462,233,0,225,143
224,8.906513949013949,0.3012751066290724,231,81,227,0
225,6.68345188284519,0.29195971587531866,239,0,234,188
226,7.924495583449559,0.30345616845002443,239,0,232,3
227,6.310503323836657,0.2952188261554834,234,0,220,223
228,7.887926545792654,0.28320777197578123,239,0,232,1
229,8.882879515317788,0.28636113804698027,243,82,238,0
230,7.089900137741047,0.29180701343698223,242,0,228,99
231,7.4908156028368795,0.32413766268825667,235,0,224,32
232,8.685538548752834,0.30099850070245643,245,32,234,0
233,6.802448347107438,0.30445392101866325,242,0,224,168
234,9.126422039323273,0.28425558501002934,243,166,235,0
235,7.0165869667135485,0.304873575781206,237,0,229,131
236,6.7042970272904485,0.28670321188914877,228,0,218,185
237,8.402038626609443,0.27893938646005195,233,4,223,0
238,6.483074151557415,0.2903134635836789,239,0,231,218
239,7.233100241545894,0.30176728172597195,230,0,222,73
240,8.690202020202019,0.3172995116267332,231,41,225,0
241,6.037342143906021,0.30205218941822604,227,0,217,225
242,7.282165484633569,0.29289376257996086,235,0,229,55
243,9.377237144168962,0.30808051135146924,242,218,233,0
244,7.309830051570557,0.2867838195566705,237,0,232,53
245,7.1137529550827425,0.2893825093293924,235,0,222,98
246,7.438477452347746,0.2810268963092574,239,0,228,29
247,7.57411306042885,0.3206182193098591,228,0,217,24
248,9.963191029143898,0.29191600647294047,244,244,236,0
249,6.214981325863679,0.30846723086824707,238,0,229,232
250,6.810724121557455,0.29373297506164386,234,0,227,153
251,6.655866150961088,0.30502932273612704,237,0,228,191
252,7.514910468319559,0.3033660408814728,242,0,236,23
253,6.40839790448343,0.3105918201483647,228,0,220,214
254,10.702960618846696,0.28895255285281607,237,237,225,0
255,7.003219806763286,0.2969853277775858,230,0,221,111
256,8.629089635854344,0.27930145620551045,238,25,229,0
257,10.40263888888889,0.31107487312234433,246,246,241,0
258,6.731132756132755,0.29383887036193024,231,0,222,170
259,7.0899406457739795,0.3002072094085284,234,0,230,113
260,7.680787229137851,0.30964617244424913,241,0,233,9
261,6.798771808999081,0.3284698481683869,242,0,234,152
262,7.80546943231441,0.29062679253821483,229,0,220,6
263,7.0984033816425125,0.28680718040214004,230,0,220,104
264,8.88621676163343,0.2977351660791224,234,80,228,0
265,7.604899320718098,0.30087285645992684,229,0,220,16
266,9.119233288166216,0.29952685606831786,246,156,240,0
267,6.820739942528735,0.30510406528348855,232,0,220,167
268,7.5126982480405715,0.29250515456399456,241,0,235,21
269,6.712491654744873,0.28974987790917783,233,0,229,182
270,7.8991654795821455,0.30312217258718827,234,1,225,2
271,8.205001129177957,0.32226642661247207,246,0,238,0
272,7.165214592274678,0.2937409675795177,233,0,228,85
273,6.510595238095237,0.3015232754809731,231,0,228,207
274,7.932475845410628,0.3062088877086534,230,0,220,4
275,6.717376142376143,0.31082823636752677,231,0,222,169
276,8.616050275482094,0.3140673477853216,242,19,234,0
277,6.7559891304347826,0.29261690857878464,230,0,225,165
278,7.7105482134116485,0.2896026584322877,227,0,218,10
279,6.608694327238632,0.3107915549552871,237,0,221,204
280,7.345515705578996,0.2961422140181297,237,0,226,43
281,6.168100858369098,0.27904290195724574,233,0,226,227
282,7.386711943220754,0.30853471734105314,227,0,220,43
283,8.098430373605044,0.2824763645234355,229,0,214,1
284,6.020169234360411,0.2994575122050347,238,0,228,237
285,9.813845220766616,0.3211048583630773,229,227,223,0
286,6.108189257722452,0.27521502429108485,241,0,235,237
287,8.305402717127608,0.30481010247474716,229,2,218,0
288,7.521103958035288,0.2786111456372561,233,0,218,28
289,6.406720393232738,0.29528374687918557,243,0,235,223
290,10.00545560204556,0.31823513387120167,239,239,231,0
291,7.097786016949152,0.3060312505998367,236,0,223,101
292,6.407837219935986,0.29562441852719407,243,0,233,229
293,7.803427128427129,0.2880671351205011,231,0,222,5
294,6.29586214845551,0.31410307773642154,241,0,226,233
295,7.136065808297568,0.2962341474910436,233,0,219,81
296,8.798176638176638,0.2818531771786292,234,57,227,0
297,7.500663706739527,0.2964429721039837,244,0,234,33
298,7.083401261523533,0.3003647419400244,229,0,217,96
299,6.276725403817916,0.3107923098440208,227,0,216,214
300,7.098347763347763,0.2981511823585623,231,0,221,97
301,7.805346304454234,0.2928771389628448,227,0,213,8
302,10.90283052039381,0.3179109791839747,237,237,227,0
303,6.1924824929971996,0.2845900239989486,238,0,227,230
304,5.994694444444445,0.304770297207237,230,0,227,228
305,10.050054855275443,0.3070425670013035,238,238,229,0
306,7.678097461685824,0.3067817408450112,232,0,219,14
307,5.978927895981087,0.28752927784338417,235,0,228,235
308,7.978443486590038,0.30429959500290693,232,0,221,0
309,10.008350095785444,0.2731341619807158,232,232,227,0
310,7.78325819672131,0.3258547766462819,244,0,235,8
311,7.9786750348675035,0.29205933970288467,239,0,224,3
312,7.403508141762453,0.32451525565777567,232,0,223,33
313,7.212850091827365,0.2677741385580578,242,0,237,71
314,7.081466714559387,0.3027784037335015,232,0,221,95
315,6.293542824074075,0.31189473980058147,240,0,226,228
316,6.192324879227053,0.31975927442400304,230,0,216,225
317,6.202630172013017,0.28833214456077855,239,0,231,236
318,8.909899817850638,0.280980527090656,244,97,233,0
319,6.809992997198879,0.286682988615629,238,0,232,146
320,9.455226337448561,0.3278124274822544,243,226,231,0
321,10.81049701561065,0.291959307981969,242,242,230,0
322,6.92431697931698,0.2863245658888475,231,0,216,133
323,7.79930669398907,0.2886066684257614,244,0,234,6
324,7.168747563352826,0.29974919549543494,228,0,221,85
325,6.453228166438043,0.31608483329612497,243,0,232,219
326,7.936015283842794,0.327517111753392,229,0,218,4
327,7.822759412304867,0.2883895162053226,242,0,235,3
328,7.975096108766995,0.2811278853197206,237,0,228,3
329,6.815337713231904,0.2885205276943117,241,0,229,161
330,6.073565400843882,0.31335642563088123,237,0,229,236
331,6.410002354048964,0.31108525199809883,236,0,232,216
332,10.695543234767024,0.29655722191505596,248,248,239,0
333,6.985387275242046,0.31902760321019186,241,0,232,120
334,7.986834251606979,0.2972431148306884,242,0,235,0
335,9.466814892623717,0.3302123668246772,238,220,227,0
336,7.715425194931774,0.3198743753850845,228,0,216,11
337,7.72597758702909,0.2920976963344285,233,0,222,7
338,8.896329022988505,0.3187010544295954,232,87,224,0
339,7.781327941865917,0.2935857881751312,237,0,230,7
340,10.472171934865898,0.30685040173314915,232,232,225,0
341,6.202743961352657,0.28624725695200637,230,0,218,221
342,6.620693226120858,0.28471111924892006,228,0,219,190
343,7.992996632996634,0.2942611603727409,231,0,227,0
344,6.885680076628352,0.2911659697034492,232,0,216,147
345,9.377876417233558,0.29025083874293417,245,222,237,0
346,6.619438431938432,0.3049972209401116,231,0,225,178
347,7.5818644261545485,0.298997169578812,243,0,237,14
348,7.59510101010101,0.2946991589018644,242,0,226,17
349,6.873507092198581,0.3099351157681334,235,0,224,156
350,6.287247474747474,0.31413734079936617,231,0,223,222
351,6.376486354775829,0.31927918320363835,228,0,221,209
352,7.334411976911977,0.2988794445669474,231,0,222,59
353,10.494040835707503,0.27102694312445896,234,234,225,0
354,6.994789915966386,0.2740356883820808,238,0,224,119
355,9.909392076502732,0.3177134415401452,244,242,223,0
356,6.892396694214876,0.3210244957935968,242,0,234,140
357,7.998314009661836,0.3070237601658047,230,0,226,0
358,7.311344671201814,0.30094069000296825,245,0,232,63
359,6.114925444925444,0.3149458314231934,231,0,220,228
360,6.318081125058113,0.3208433593967069,239,0,226,230
361,6.416490429505136,0.2929426819494877,238,0,219,223
362,6.01962540341171,0.29176608684834626,241,0,229,241
363,6.903253968253968,0.29468700196542014,231,0,221,139
364,9.704113475177305,0.2941733073056057,235,235,225,0
365,7.789356600189932,0.27560046088134094,234,0,228,4
366,6.412108695652173,0.28198878942644556,230,0,219,218
367,10.391128117913832,0.2976511437069253,245,245,236,0
368,8.524001406469761,0.2740944264327296,237,9,225,0
369,6.58656795224977,0.3340456262325281,242,0,237,203
370,7.5865811965811965,0.2842703084247785,234,0,219,17
371,6.104338404794835,0.2978896349212484,241,0,228,238
372,6.29157244248654,0.29498244993938033,227,0,220,220
373,6.482304837164751,0.30908006660675474,232,0,221,211
374,10.983654910096817,0.3241047151560941,241,241,229,0
375,8.008833333333333,0.30677158274300953,230,0,221,2
376,7.591120293847567,0.29693656518871814,242,0,231,14
377,10.40962620027435,0.2956931852460674,243,243,234,0
378,8.79542212518195,0.30124458639401214,229,63,218,0
379,10.000467772967772,0.3062588326915029,231,231,216,0
380,7.885713245997089,0.2724837329701488,229,0,219,1
381,7.795277777777779,0.29989317799822746,237,0,234,4
382,7.469465191332411,0.3278394071924669,241,0,235,28
383,7.561153381642512,0.31382315744300787,230,0,217,19
384,6.814644208037826,0.3245575064687609,235,0,223,162
385,6.987524717514124,0.30347926369364947,236,0,223,127
386,9.614905857740586,0.3115379847203702,239,236,226,0
387,10.09835300925926,0.2898581818282975,240,240,229,0
388,9.394445592286502,0.3218156342215099,242,213,233,0
389,6.366061039580353,0.27897340412816396,233,0,226,219
390,7.104999999999999,0.30985417420521055,236,0,234,96
391,7.408802600472813,0.31957705158939076,235,0,225,38
392,6.669338570127504,0.32370708573724505,244,0,236,191
393,7.585617283950618,0.30331486951914016,234,0,222,14
394,10.68291325136612,0.2917221869790336,244,244,240,0
395,8.30906938584154,0.29184097558650973,237,2,225,0
396,6.612721734892788,0.2891469033986293,228,0,220,193
397,6.882712018140589,0.3142688323992554,245,0,231,152
398,9.416354609929078,0.2741600248190233,235,217,225,0
399,10.025033738191633,0.31953367649100767,247,247,228,0
400,6.452346460384435,0.2761937761751822,237,0,232,209
401,9.774024872152488,0.28780928624919994,239,238,231,0
402,6.417041116005874,0.3108830688513483,227,0,218,214
403,10.50040755919854,0.30443336180224656,244,244,235,0
404,6.578010603964961,0.28886047908784085,241,0,233,207
405,7.105422602089269,0.26584369487196285,234,0,228,85
406,7.8779353741496605,0.31706197670777025,245,0,236,2
407,10.29772654826958,0.2908510929978258,244,244,232,0
408,8.485591889357712,0.30086091712377977,237,11,226,0
409,9.802309820193639,0.29726912815301443,241,241,232,0
410,10.410460557960558,0.2985183745352139,231,231,227,0
411,7.677303436911487,0.28835080754969694,236,0,225,8
412,10.666269177126917,0.3269943767965776,239,239,225,0
413,7.680679916317991,0.3090239587864162,239,0,227,12
414,7.72257226738934,0.3148337440479981,246,0,239,8
415,6.878238304093568,0.3160589479695148,228,0,214,141
416,10.548225957049487,0.2932271232168404,238,238,227,0
417,8.320311483031148,0.3046889552290985,239,4,229,0
418,6.081554641060814,0.306685694094001,243,0,228,239
419,10.380476190476191,0.2827576451616296,238,238,228,0
420,6.991830699233716,0.3124020845474085,232,0,226,123
421,6.698963272896327,0.2808959514710168,239,0,233,176
422,7.083433515482695,0.3167473105537669,244,0,234,101
423,6.503389121338912,0.29576287301502324,239,0,227,216
424,7.0820662568306005,0.31649806600198127,244,0,233,102
425,7.082806473829201,0.3124695950668173,242,0,233,101
426,8.902678826895563,0.3040228185946334,233,89,223,0
427,6.066140609636186,0.3158606373049227,226,0,210,221
428,7.643866989396035,0.3056239640920923,241,0,231,17
429,10.713868621840724,0.3197525426600411,233,233,225,0
430,7.096325863678805,0.29480595379768043,238,0,226,98
431,10.615016136468418,0.28882254801989105,241,241,235,0
432,6.0836524334251605,0.3238365847961311,242,0,226,237
433,8.329586339586339,0.3051635703314792,231,3,221,0
434,8.140834467120182,0.31913646107823695,245,2,236,0
435,7.8935768321513,0.2900646999305032,235,0,228,2
436,9.80588959212377,0.3195280259312792,237,236,225,0
437,6.017259790528233,0.29615278725027205,244,0,236,243
438,6.274626352015732,0.3077223392819525,226,0,222,217
439,6.3090928270042195,0.30336742214983997,237,0,226,228
440,7.619650655021834,0.2958761087273617,229,0,217,19
441,6.370707923112986,0.30259039942377686,237,0,232,223
442,6.990128384687209,0.30764822283289117,238,0,227,122
443,7.4758405797101455,0.3107999803697206,230,0,223,36
444,6.523184113865931,0.3064146177352493,242,0,230,210
445,8.003096797671034,0.3326875704283706,229,1,219,0
446,8.100102339181285,0.27553842153586894,228,0,218,0
447,7.318681434599156,0.2797545708813845,237,0,229,47
448,6.510007246376811,0.2924979407918952,230,0,220,214
449,9.47278715424285,0.3133907527436358,237,223,226,0
450,10.091632387706856,0.31559128071307313,235,235,230,0
451,6.805802341597796,0.2971650949199362,242,0,229,169
452,8.187664565826331,0.3093669365842519,238,0,228,0
453,7.934158285440613,0.2939105290157573,232,0,223,0
454,10.280916902071564,0.27748552926571685,236,236,224,0
455,7.51569330601093,0.2809739017174795,244,0,239,21
456,7.010381512217611,0.32094190302157666,241,0,225,121
457,7.387595410628021,0.30119202673719325,230,0,222,37
458,8.981857999077915,0.2878456320934897,241,106,236,0
459,7.90585137085137,0.3140672391145601,231,0,222,5
460,7.078493085360038,0.30174426016822226,233,0,221,103
461,8.703335629017447,0.31521729270722737,242,48,235,0
462,7.972122359963269,0.32879553008354806,242,0,226,4
463,10.505095744680853,0.30179156510471045,235,235,232,0
464,9.480353223593962,0.2992202054968241,243,230,230,0
465,7.704971539162114,0.2770452965015101,244,0,230,7
466,6.886907713498623,0.3067664884337733,242,0,233,149
467,6.593336748633879,0.2960406760029243,244,0,233,214
468,9.320771072796935,0.2903415501388129,232,196,226,0
469,6.301517447199265,0.29026310191485555,242,0,232,230
470,6.313124113475177,0.2929454351310482,235,0,226,229
471,6.600198067632849,0.3015866453333112,230,0,221,197
472,9.58983449074074,0.32055187228714904,240,233,226,0
473,10.11788268955651,0.2734362095626964,233,233,221,0
474,8.31476602120793,0.30057112560237376,241,4,232,0
475,7.605639619883041,0.28020195152796307,228,0,223,10
476,7.928281400966183,0.30773470819580817,230,0,216,4
477,7.332729044834307,0.3068082534422563,228,0,217,54
478,7.9805807041609516,0.30236962490445835,243,0,228,2
479,6.542558922558922,0.2857494293634349,231,0,221,207
480,6.894249533146591,0.31130613896392817,238,0,228,132
481,7.099682372245663,0.3012054130981339,237,0,230,94
482,7.294853680841335,0.3140175044365896,243,0,236,60
483,6.933727824463118,0.271184582945923,238,0,229,131
484,8.030177875243666,0.3302886454481964,228,2,222,0
485,6.191245291902071,0.30152357349042735,236,0,227,232
486,10.105665532879817,0.3103015069391172,245,245,235,0
487,6.590548433048434,0.2940083754168632,234,0,226,205
488,8.626039312617701,0.29765132368518954,236,28,223,0
489,6.273640479686735,0.30722948089321117,227,0,221,218
490,8.381559454191034,0.30947577660801723,228,5,221,0
491,7.659834287076777,0.2832041438327063,233,0,223,12
492,6.014918785310734,0.31632303782477117,236,0,229,233
493,10.897943989071038,0.2995114761926104,244,244,233,0
494,6.443813352826512,0.2747593202735525,228,0,220,213
495,7.827982941447671,0.28718612682602274,241,0,229,8
496,10.81973726851852,0.2970169741799758,240,240,235,0
497,7.626725768321513,0.31083343271409325,235,0,230,11
498,7.3994878829446735,0.3105263037421923,243,0,235,37
499,7.197954014939309,0.28830335689500547,238,0,229,71
500,7.064413580246915,0.30291498016042595,243,0,224,116
501,8.10601775011526,0.2911724062642814,241,0,231,0
502,6.67149931693989,0.30011825369565576,244,0,232,200
503,7.780307621671259,0.30024934313318546,242,0,230,6
504,6.082619895536562,0.29338791753880966,234,0,223,232
505,8.209500962000963,0.2949541581222334,231,0,226,0
506,9.218184198542804,0.3188529476722026,244,182,236,0
507,7.768436639118458,0.2963598355180449,242,0,226,9
508,7.59047735760971,0.2975043878745925,238,0,231,18
509,9.595219610636278,0.2935048140695247,234,230,225,0
510,7.26327536231884,0.3026734170079534,230,0,218,65
511,6.117728613569322,0.3083773547266639,226,0,220,223
512,7.708791383219954,0.3090126072350494,245,0,239,12
513,7.396068376068375,0.3153087579294843,234,0,227,40
514,7.5718037974683545,0.3065410187454987,237,0,221,21
